Location,Sublocation,Printerserver,Printername,Driver Name,Note
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_Floor1_1071_Color,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_Floor1_1101-06_HPCLJM283fdw,HP Universal Printing PCL 6,
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_Floor1_C1025_HPOJPro8710,HP OfficeJet Pro 8710,
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_floor1_C1116_MFP,HP Color LaserJet Pro MFP M477 PCL 6,
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_Floor1_C1119_Security,HP Color LaserJet Pro MFP M477 PCL 6,
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_Floor1_CLF_HPM451DN,HP Universal Printing PCL 6 (v6.2.0),
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_Floor1_DonnerA_Color,Xerox EX-i C60-C70 Printer,
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_Floor1_ESF_HPCLJM475dn,HP Universal Printing PCL 6,
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_Floor1_Facilities_Xerox7225,Xerox WorkCentre 7225,
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_Floor1_Legal_XeroxC7025,Xerox VersaLink C7025 PCL6,
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_Floor1_NevadaLab_ZebraGK420d,ZDesigner GK420d,
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_Floor1_ReceptionM281fdw,HP Universal Printing PCL 6,
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_Floor2_2031_ColorMFP,Xerox VersaLink C7025 PCL6,
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_Floor2_2060_MFP,HP Universal Printing PCL 6 (v6.6.5),
Nevada,CRP - 444 Salomon,SALPRINT01,CRP_GCox_M477,HP Color LaserJet Pro MFP M477 PCL 6,
Nevada,,SALPRINT01,ENG-LAB_HPLJ2430N,HP Universal Printing PCL 6 (v6.2.0),
Nevada,,SALPRINT01,ENG3_HPCLJ5550_SAL,HP Universal Printing PCL 6 (v6.2.0),
Nevada,,SALPRINT01,HP Color LaserJet MFP M281fdw UPD PCL 6,HP Universal Printing PCL 6,
Nevada,,SALPRINT01,HQ_PRINTER,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,,SALPRINT01,NAPA_PRINTER,HP Universal Printing PCL 6,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-ABruce-CLJPM254dw,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-CNSSOFTWARE-HPCLJ5550,HP Universal Printing PCL 6 (v6.2.0),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-Comms-LearningDev-WC7225,Xerox WorkCentre 7225,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-Daycare-HPCLJM476DN,HP Color LaserJet Pro MFP M476 PCL 6,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-Denny Weyhe-HPLJP3015DN,HP LaserJet P3011/P3015 PCL6,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-DVEPS_BackWarehouse_HPLJP3005,HP LaserJet P3005 PCL6,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-ENG-HPCLJ5550,HP Universal Printing PCL 6 (v6.2.0),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-ENG-HPDJT770,HP Designjet T770ps 24in HPGL2,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-ENG3-HPCLJCP6015DN,HP Universal Printing PCL 6 (v6.8.0),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-ENG3-WC7225,Xerox AltaLink C8145 V4 PS,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-EO-HPCLJM451DN,HP Universal Printing PS,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-ExecAdmin-C8070,Xerox AltaLink C8145 V4 PS,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-EXECADMIN2-WC6655,Xerox WorkCentre 6655,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-FINANCE-XeroxC8070,Xerox AltaLink C8070 PS,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-GLivingston-CLJPM254dw,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-GZ-HPCLJM451DN,HP Universal Printing PCL 6,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-Heidi Lucia-CM23020NF,HP Universal Printing PCL 6 (v6.2.0),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-HUMANRESOURCES-WC7225,Xerox AltaLink C8145 V4 PCL6,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-KD-HPCLJM451DN,HP Universal Printing PS,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-Rubicon-M451DN,HP Universal Printing PCL 6 (v6.2.0),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-SierraLab-HPLJ5550,HP Color LaserJet 5550 PCL6 Class Driver,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-SST-XeroxC7025,Xerox VersaLink C7025 PCL6,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL-TAHOELAB-HPLJ2430N,HP Universal Printing PCL 6,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL_1085_M254,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL_1088_M254,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL_1092_M254,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL_BGreen_M254,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL_BSimpson_M254,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL_CRiley_M281,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL_Floor1_NevadaLab,HP Universal Printing PCL 6 (v6.2.0),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL_LetterExec_M254,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL_PStarrantino_M254,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL_RKronz_M254,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,CRP - 444 Salomon,SALPRINT01,SAL_SHoover_M253,HP Universal Printing PCL 6,
Nevada,CRP - 444 Salomon,SALPRINT01,SAL_VPHROffice_M254,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,SPA - 550 Vista,SALPRINT01,Spa_Floor1_C1042_ZebraGreen,ZDesigner GX420d,
Nevada,SPA - 550 Vista,SALPRINT01,Spa_Floor1_C1042_ZebraWhite,ZDesigner ZD420-203dpi ZPL,
Nevada,SPA - 550 Vista,SALPRINT01,SPA_Floor1_C1046_XeroxC7025,Xerox VersaLink C7025 PCL6,
Nevada,SPA - 550 Vista,SALPRINT01,SPA_Floor1_C1048_Xerox8045,Xerox AltaLink C8045 V4 PCL6,
Nevada,SPA - 550 Vista,SALPRINT01,SPA_Floor1_C1068_HP5550,HP Universal Printing PCL 6 (v6.6.5),
Nevada,SPA - 550 Vista,SALPRINT01,SPA_Floor1_C1124_ColorMFP,Xerox VersaLink C405 V4 PCL6,
Nevada,SPA - 550 Vista,SALPRINT01,SPA_Floor1_Facilities_HPCLJM475dn,HP LJ300-400 color M351-M451 PCL6 Class Driver,
Nevada,SPA - 550 Vista,SALPRINT01,SPA_Floor1_MODIKIT_ZD420,ZDesigner ZD420-203dpi ZPL,
Nevada,SPA - 550 Vista,SALPRINT01,SPA_Floor1_MODILab_HP3015,HP LaserJet P3011/P3015 PCL6 Class Driver,
Nevada,SPA - 550 Vista,SALPRINT01,SPA_Floor1_MODIReworkLab_Label,ZDesigner GX420d,
Nevada,SPA - 550 Vista,SALPRINT01,SPA_Floor1_MODITest_HPLJP3015,HP LaserJet P3011/P3015 PCL6 Class Driver,
Nevada,SPA - 550 Vista,SALPRINT01,SPA_Floor1_O1020_HPLJ5550C,HP Color LaserJet 5550 PCL 5,
Nevada,SPA - 550 Vista,SALPRINT01,SPA_Floor1_O1042_HPLJP3015,HP LaserJet P3011/P3015 PCL6 Class Driver,
Nevada,SPA - 550 Vista,SALPRINT01,SPA_Floor1_O1055_HPM281MFP,HP Universal Printing PCL 6 (v6.8.0),
Nevada,SPA - 550 Vista,SALPRINT01,SPA_Floor1_Procurement_XeroxC405,Xerox VersaLink C405 V4 PCL6,
Nevada,SPA - 550 Vista,SALPRINT01,SPA_Floor1_Subcontracts_ColorMFP,HP Universal Printing PCL 6,
Nevada,SPA - 550 Vista,SALPRINT01,SPA_QACart_ZebraGK420d,ZDesigner GK420d,
Nevada,,SALPRINT01,TAHOE_PRINTER,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,VIS - 250 Vista,SALPRINT01,VIS-002-HPCLJ5500,HP Universal Printing PCL 6 (v6.8.0),
Nevada,VIS - 250 Vista,SALPRINT01,VIS-003-HPLJ5550,HP Universal Printing PCL 6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-250REJRED-QA-ZEBRA-ZEBRAGK420D,ZDesigner GX420d,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-250REJREDZEBRA-ZEBRAGK420D,ZDesigner GX420d,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-550REJREDZEBRA-ZEBRAGK420D,ZDesigner GK420d,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-ACCOUNTING-HPCM2320nf,HP Universal Printing PCL 6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-AP2-HPLJP4015,HP LaserJet P4014/P4015 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-AP3-HPLJP3015,HP Universal Printing PCL 6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-COMPLIANCE-HPLJP3015,HP LaserJet P3011/P3015 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-Contracts-Dell-MFP-S2825cdn,Dell Color MFP S2825cdn PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-ELINT-GREENTAG-ZEBRA421,ZDesigner ZD421-203dpi ZPL,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-ELINT-REDTAG-ZEBRA421,ZDesigner ZD421-203dpi ZPL,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-Facilities-Tom-HP OfficeJet Pro 8710,HP OfficeJet Pro 8710,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-floor1-SPLab-HP7740wf,HP Officejet 7610 Series Class Driver,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-HP OfficeJet Pro 8710,HP OfficeJet Pro 8710,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-HR-VISITOR-HPOJPRO8710,HP OfficeJet Pro 8710,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-INT-Audit-HPLJ4240,HP LaserJet 4240 PCL 6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-IT-HelpDesk-HPLJ400Pro,HP Universal Printing PCL 6 (v6.5.0),
Nevada,VIS - 250 Vista,SALPRINT01,VIS-JCREW2-HPLJ305,HP LaserJet P3005 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-MFG-LVLab-HPLJ5200,HP LaserJet 5200 Series PCL 5,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-MFG-ZEBRAGK420D,ZDesigner GX420d,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-MRB-CAGE-ZEBRAGK420D,ZDesigner GX420d,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-Planning-Zebra-GX430t,ZDesigner GX430t,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-PROGSUP-XEROX7845,Xerox WorkCentre 7845,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-PTL5-XeroxC7025,Xerox VersaLink C7025 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-QA-HP3015,HP LaserJet P3011/P3015 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-QA-HPLJ2605,HP Universal Printing PCL 6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-QAENG-Zebra ZD421 Red,ZDesigner ZD420-203dpi ZPL,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-Receiving-HPLJ2044dn,HP Universal Printing PCL 6 (v7.0.0),
Nevada,VIS - 250 Vista,SALPRINT01,VIS-Receiving-HPLJP3005n,HP LaserJet P3005 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-SEC2-QA-ZEBRALP2844Z,ZDesigner LP 2844-Z,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-SEC2-XEROXWC7545,Xerox WorkCentre 7545 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-SHIPPING-Dell2815dn,Dell MFP S2815dn PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-Shipping-HP ColorLaserJet MFP M283fdw,HP ColorLaserJet M253-M254 PCL 6 (V3),
Nevada,VIS - 250 Vista,SALPRINT01,VIS-SKL Quality1-HP OfficeJet Pro 8710,HP OfficeJet Pro 8710,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-SKL Shipping-Color Laserjet Pro M283fdw,HP Color LaserJet Pro MFP M476 PCL 6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-SKL-HPLJ3015,HP Universal Printing PS,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-SKL-ZebraGK420d,ZDesigner GK420d,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-SP-HPLJ700CMFM775,HP Universal Printing PCL 5,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-SPLAB-HPCLJCP5225N,HP Color LaserJet CP5220 Series PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-STE104-HPLJ5550C,HP Universal Printing PS,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-STE109-HPCLJ5550,HP Color LaserJet 5550 PCL 5,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-Stores-GFE-Xerox4260,Xerox WorkCentre 4260 PS,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-STORES-MISC-LABELS,ZDesigner LP 2844-Z,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-STORES1-HPLJ3005N,HP LaserJet P3011/P3015 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-Stores2-Zebra-GK420D,ZDesigner GX420d,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-Thermotron-ZD421,ZDesigner GK420d,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-THERMOTRONLAB-HPCLJ400M475DN,HP Universal Printing PCL 6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS-ThermotronLab-MFP M281,HP ColorLaserJet MFP M282-M285 PCL-6 (V4),
Nevada,VIS - 250 Vista,SALPRINT01,VIS2-INTAUDIT-WC7225,Xerox WorkCentre 7225 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Admin_HP OfficeJet Pro 8710,HP OfficeJet Pro 8710,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_1035-A_HPLJ4015,HP LaserJet P4014/P4015 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_C1012_ZebraGK420d,ZDesigner GK420d,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_ELINTLab_XeroxC7025,Xerox VersaLink C7025 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_FinalInspection_Zebra2844-Green,ZDesigner LP 2844-Z,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_gavin,HP LJ300-400 color MFP M375-M475 PCL 6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_IncomingQA_C7025MFP,Xerox VersaLink C7025 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_LVProd_XeroxC405,Xerox VersaLink C405 V4 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_MISD_ZebraGX430t,ZDesigner GX430t,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_O1007_ZebraGK420d,ZDesigner GX420d,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_OutgoingInspection_C7025MFP,Xerox VersaLink C7025 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_QA_ZebraGK420d,ZDesigner GK420d,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_QACage_ZebraGK420d,ZDesigner GK420d,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_Receiving_Gavin,HP ColorLaserJet MFP M282-M285 PCL-6 (V4),
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_Receiving_HP-M283fdw,HP Universal Printing PCL 6 (v7.0.0),
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_Shipping-M283MFPprinter(Henry),HP Universal Printing PCL 6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_SKLRework_ZebraGK420d-Red,ZDesigner GK420d,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_SPLab_DesignJetT830-24,HP DesignJet T830 24in MFP,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Floor1_Stores_XeroxC7025,Xerox VersaLink C7025 PCL6,
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Special_Projects_Zebra_GK420_Green,ZDesigner GC420d (EPL),
Nevada,VIS - 250 Vista,SALPRINT01,VIS_Special_Projects_Zebra_ZD420,ZDesigner ZD420-203dpi ZPL,
Nevada,,SALPRINT01,ZDesigner GK420d,ZDesigner GK420d,
Nevada,,SALPRINT01,ZDesigner ZD421-203dpi ZPL,ZDesigner ZD421-203dpi ZPL,
Utah,SLC - 1996 E. 6400 S.,slcfs01,SLC_1FL-Xerox7425PCL6,Xerox WorkCentre 7425 V4 PCL6,
Utah,SLC - 1996 E. 6400 S.,slcfs01,SLC_2FL-HP LJ2300PCL6,HP Universal Printing PCL 6,
Utah,SLC - 1996 E. 6400 S.,slcfs01,SLC_2FL-HP LJ5550PCL6,HP Color LaserJet 5550 PCL 6,
Utah,SLC - 1996 E. 6400 S.,slcfs01,SLC_2FL-HP LJ5550PS,HP Color LaserJet 5550 PS,
Utah,SLC - 1996 E. 6400 S.,slcfs01,SLC_2FL-LJ-CM2320,HP Universal Printing PCL 6,
Utah,SLC - 1996 E. 6400 S.,slcfs01,SLC_2FL-Xerox7125PCL6,Xerox WorkCentre 7425 V4 PCL6,
Utah,SLC - 1996 E. 6400 S.,slcfs01,SLC_2FL_KonicaC450i,KONICA MINOLTA C4050iSeriesPCL,
,,svofs01,BrotherMFC_6490cn,Brother MFC-6490CN Printer,
,,svofs01,SVO_HP_5000,HP Universal Printing PS,
,,svofs01,SVO_HP_M2454dw,HP Universal Printing PCL 6 (v6.0.0),
,,svofs01,SVO_XEROX7525,Xerox GPD PCL6 V5.979.3.0,
